timestamp,suburb,street_address,meter_id,flow_rate_lpm,liters_used,pressure_kpa,temperature_c,latitude,longitude
2025-03-30 08:10:15,Kangaroo Point,50 Waterworks Road,WM100046,2.13,0.04,212,17.5,-27.488906,153.0442
2025-03-30 08:07:06,New Farm,50 Gladstone Road,WM100047,13.05,0.22,205,15.3,-27.494792,153.040692
2025-03-30 08:07:37,New Farm,59 Waterworks Road,WM100048,14.51,0.24,218,17.3,-27.461687,153.039563
2025-03-30 08:13:05,Milton,126 Gladstone Road,WM100049,4.63,0.08,244,15.8,-27.485876,153.047443
2025-03-30 08:06:27,Paddington,150 Sylvan Road,WM100050,15.69,0.26,237,16.1,-27.494062,152.985944
2025-03-30 08:14:56,Ashgrove,70 Park Road,WM100051,16.38,0.27,202,15.8,-27.467824,152.988374
2025-03-30 08:09:49,Ashgrove,21 Latrobe Terrace,WM100052,10.2,0.17,226,16.6,-27.477629,153.020532
2025-03-30 08:00:39,Highgate Hill,11 Waterworks Road,WM100053,4.98,0.08,200,16.8,-27.456463,153.02927
2025-03-30 08:09:30,Fortitude Valley,121 Main Street,WM100054,7.68,0.13,236,15.1,-27.484758,152.993975
2025-03-30 08:05:43,West End,80 James Street,WM100055,6.85,0.11,226,15.9,-27.490508,152.989075
2025-03-30 08:05:22,Fortitude Valley,51 James Street,WM100056,5.54,0.09,223,17.2,-27.461782,153.01635
2025-03-30 08:05:13,South Brisbane,81 Sylvan Road,WM100057,10.3,0.17,216,16.8,-27.493554,153.030872
2025-03-30 08:05:42,Fortitude Valley,65 Boundary Street,WM100058,13.06,0.22,204,17.5,-27.465656,152.980147
2025-03-30 08:10:18,Fortitude Valley,77 Vulture Street,WM100059,6.49,0.11,213,15.9,-27.483949,152.993862
2025-03-30 08:07:10,Fortitude Valley,130 Sylvan Road,WM100060,14.86,0.25,237,17.9,-27.456825,152.982339
2025-03-30 08:09:27,West End,42 Park Road,WM100061,19.68,0.33,212,17.9,-27.462667,153.014547
2025-03-30 08:14:17,Milton,83 Park Road,WM100062,4.64,0.08,228,15.3,-27.499951,153.035223
2025-03-30 08:12:21,Highgate Hill,2 Sylvan Road,WM100063,15.06,0.25,248,16.6,-27.463847,153.037917
2025-03-30 08:04:18,Fortitude Valley,88 Park Road,WM100064,5.37,0.09,237,17.4,-27.466374,152.996005
2025-03-30 08:13:39,Kangaroo Point,101 James Street,WM100065,18.26,0.3,225,17.0,-27.485616,152.996589
2025-03-30 08:13:15,Paddington,101 Sylvan Road,WM100066,14.24,0.24,200,17.5,-27.499032,153.025735
2025-03-30 08:01:26,Highgate Hill,39 Sylvan Road,WM100067,3.1,0.05,237,16.5,-27.476691,153.041601
2025-03-30 08:06:25,New Farm,56 Waterworks Road,WM100068,18.19,0.3,203,16.3,-27.492492,153.037002
2025-03-30 08:08:14,Paddington,110 James Street,WM100069,7.12,0.12,230,17.2,-27.483535,153.012913
2025-03-30 08:07:42,South Brisbane,29 Vulture Street,WM100070,1.72,0.03,229,16.1,-27.460858,153.003061
2025-03-30 08:05:49,New Farm,76 Gladstone Road,WM100071,12.02,0.2,201,15.3,-27.455265,153.027018
2025-03-30 08:04:50,New Farm,37 Gladstone Road,WM100072,3.18,0.05,206,15.7,-27.497715,153.010368
2025-03-30 08:02:06,New Farm,92 Waterworks Road,WM100073,8.63,0.14,246,15.5,-27.45393,153.00341
2025-03-30 08:08:45,New Farm,79 Moray Street,WM100074,5.92,0.1,209,17.9,-27.496404,153.012542
2025-03-30 08:10:38,West End,37 Vulture Street,WM100075,9.37,0.16,204,15.8,-27.482393,153.001678
2025-03-30 08:06:31,Paddington,32 Latrobe Terrace,WM100076,756.07,12.6,233,15.1,-27.456114,152.981943
2025-03-30 08:14:25,Highgate Hill,99 James Street,WM100077,17.28,0.29,202,15.3,-27.480589,153.015292
2025-03-30 08:08:49,West End,33 Main Street,WM100078,14.51,0.24,246,15.8,-27.475022,153.028324
2025-03-30 08:01:31,New Farm,132 James Street,WM100079,19.84,0.33,203,16.9,-27.461782,152.988356
2025-03-30 08:09:49,Kangaroo Point,89 Park Road,WM100080,18.14,0.3,203,15.8,-27.464747,153.018687
2025-03-30 08:06:20,South Brisbane,148 Gladstone Road,WM100081,13.56,0.23,218,16.5,-27.486282,153.03249
2025-03-30 08:00:07,Fortitude Valley,141 Boundary Street,WM100082,11.9,0.2,205,15.3,-27.488317,153.032174
2025-03-30 08:04:20,Kangaroo Point,30 Latrobe Terrace,WM100083,6.05,0.1,229,16.5,-27.485019,153.010784
2025-03-30 08:10:58,Ashgrove,146 Boundary Street,WM100084,9.08,0.15,223,16.3,-27.472328,152.988686
2025-03-30 08:07:39,Fortitude Valley,51 Waterworks Road,WM100085,16.66,0.28,233,17.4,-27.490058,152.986516
2025-03-30 08:06:46,Highgate Hill,29 Gladstone Road,WM100086,11.33,0.19,236,17.6,-27.461651,152.999305
2025-03-30 08:14:23,Milton,12 Latrobe Terrace,WM100087,14.16,0.24,225,15.1,-27.471094,152.997319
2025-03-30 08:08:18,West End,117 Sylvan Road,WM100088,11.11,0.19,236,17.4,-27.480133,153.001589
2025-03-30 08:04:55,West End,109 James Street,WM100089,15.59,0.26,224,16.0,-27.482367,153.028879
2025-03-30 08:00:19,Highgate Hill,62 James Street,WM100090,17.76,0.3,240,17.9,-27.496519,153.048704
2025-03-30 08:02:40,Toowong,60 Latrobe Terrace,WM100091,1.76,0.03,207,16.7,-27.465353,153.027833
2025-03-30 08:06:17,Kangaroo Point,33 Moray Street,WM100092,3.2,0.05,217,15.4,-27.484858,153.000822
2025-03-30 08:04:10,Fortitude Valley,63 Gladstone Road,WM100093,18.6,0.31,209,17.2,-27.466916,153.042632
2025-03-30 08:05:03,Ashgrove,141 Waterworks Road,WM100094,18.15,0.3,246,17.3,-27.454098,153.005986
2025-03-30 08:06:13,Fortitude Valley,101 Gladstone Road,WM100095,11.3,0.19,223,15.2,-27.490495,153.047414
2025-03-30 08:07:22,West End,106 Main Street,WM100096,8.27,0.14,225,17.6,-27.483336,152.992455
2025-03-30 08:11:54,Fortitude Valley,69 Main Street,WM100097,0.74,0.01,208,15.2,-27.459921,153.014073
2025-03-30 08:05:47,Kangaroo Point,35 James Street,WM100098,4.05,0.07,235,16.2,-27.478571,152.997236
2025-03-30 08:07:02,Highgate Hill,24 Park Road,WM100099,4.34,0.07,211,15.1,-27.487009,153.011077
2025-03-30 08:06:54,Kangaroo Point,28 Sylvan Road,WM100100,1.98,0.03,226,17.2,-27.496403,153.013464
2025-03-30 08:02:16,Toowong,19 James Street,WM100101,19.0,0.32,211,15.4,-27.488085,153.037158
2025-03-30 08:04:18,South Brisbane,66 Latrobe Terrace,WM100102,13.4,0.22,233,15.7,-27.478325,152.982677
2025-03-30 08:11:40,West End,133 Vulture Street,WM100103,18.69,0.31,231,15.8,-27.455765,153.000305
2025-03-30 08:11:39,South Brisbane,57 Latrobe Terrace,WM100104,11.72,0.2,244,16.2,-27.498583,153.015233
2025-03-30 08:05:59,Milton,5 Sylvan Road,WM100105,11.53,0.19,223,17.4,-27.456846,153.049166
2025-03-30 08:00:52,New Farm,98 Latrobe Terrace,WM100106,0.39,0.01,213,16.3,-27.464299,152.994113
2025-03-30 08:10:40,Highgate Hill,104 Sylvan Road,WM100107,14.19,0.24,246,16.5,-27.491899,152.989792
2025-03-30 08:10:08,West End,52 Gladstone Road,WM100108,16.62,0.28,209,15.9,-27.477554,152.992745
2025-03-30 08:13:51,South Brisbane,11 Waterworks Road,WM100109,16.16,0.27,215,16.3,-27.452438,153.027774
2025-03-30 08:13:02,Highgate Hill,58 Sylvan Road,WM100110,929.61,15.49,247,16.3,-27.450501,153.044108
2025-03-30 08:02:21,Toowong,28 Sylvan Road,WM100111,593.44,9.89,228,15.2,-27.495804,153.034499
2025-03-30 08:05:24,Ashgrove,30 Sylvan Road,WM100112,5.41,0.09,227,17.7,-27.468064,153.031563
2025-03-30 08:14:20,Paddington,148 Vulture Street,WM100113,7.27,0.12,224,17.8,-27.473948,153.007032
2025-03-30 08:14:19,Ashgrove,93 Gladstone Road,WM100114,15.02,0.25,245,16.6,-27.459015,152.999618
2025-03-30 08:05:46,Milton,75 Latrobe Terrace,WM100115,11.82,0.2,232,16.8,-27.478621,153.029341
2025-03-30 08:08:10,West End,45 Sylvan Road,WM100116,8.41,0.14,231,17.1,-27.483815,153.019211
2025-03-30 08:14:27,Fortitude Valley,108 Boundary Street,WM100117,5.62,0.09,250,16.6,-27.481327,153.037026
2025-03-30 08:08:48,New Farm,32 Gladstone Road,WM100118,14.27,0.24,237,15.2,-27.481503,153.034767
2025-03-30 08:05:43,South Brisbane,13 Gladstone Road,WM100119,13.85,0.23,247,17.8,-27.458813,152.991253
2025-03-30 08:12:14,Highgate Hill,78 Park Road,WM100120,16.55,0.28,229,15.2,-27.470778,152.987024
2025-03-30 08:06:48,Highgate Hill,141 Vulture Street,WM100121,7.89,0.13,218,16.3,-27.493211,153.009988
2025-03-30 08:15:00,Kangaroo Point,25 Boundary Street,WM100122,9.76,0.16,208,15.1,-27.464592,153.035245
2025-03-30 08:12:24,Paddington,55 Waterworks Road,WM100123,0.63,0.01,248,17.7,-27.458408,152.983258
2025-03-30 08:13:38,Milton,3 Main Street,WM100124,11.71,0.2,218,16.5,-27.473239,153.019069
2025-03-30 08:00:35,Toowong,108 Latrobe Terrace,WM100125,15.04,0.25,202,17.6,-27.49748,153.038401
2025-03-30 08:13:19,Milton,50 Boundary Street,WM100126,7.82,0.13,221,15.8,-27.488997,153.033278
2025-03-30 08:10:06,Milton,138 Gladstone Road,WM100127,16.83,0.28,222,15.4,-27.451194,153.010114
2025-03-30 08:00:19,Highgate Hill,52 Moray Street,WM100128,15.78,0.26,236,15.4,-27.499521,153.00733
2025-03-30 08:12:45,Paddington,92 Waterworks Road,WM100129,0.3,0.01,202,17.2,-27.493273,153.013415
2025-03-30 08:00:26,Highgate Hill,130 Vulture Street,WM100130,2.55,0.04,228,15.0,-27.456682,153.031845
2025-03-30 08:01:08,Fortitude Valley,81 Park Road,WM100131,6.25,0.1,200,17.7,-27.473312,152.99426
2025-03-30 08:00:43,South Brisbane,44 James Street,WM100132,16.54,0.28,202,16.3,-27.490455,153.011767
2025-03-30 08:01:52,Kangaroo Point,113 Park Road,WM100133,5.08,0.08,226,15.9,-27.477906,153.016951
2025-03-30 08:04:26,Paddington,96 Latrobe Terrace,WM100134,1.38,0.02,244,16.9,-27.480159,153.018005
2025-03-30 08:00:44,New Farm,19 Gladstone Road,WM100135,4.27,0.07,228,16.6,-27.487589,153.04279
2025-03-30 08:01:30,Paddington,47 Latrobe Terrace,WM100136,9.59,0.16,218,15.1,-27.471607,153.04984
2025-03-30 08:00:00,West End,84 Waterworks Road,WM100137,4.36,0.07,227,17.0,-27.474474,153.040729
2025-03-30 08:14:20,Milton,89 James Street,WM100138,7.0,0.12,214,16.2,-27.45205,152.995684
2025-03-30 08:02:56,Highgate Hill,145 Gladstone Road,WM100139,1.14,0.02,241,18.0,-27.459584,153.034239
2025-03-30 08:03:19,Fortitude Valley,18 James Street,WM100140,0.18,0.0,219,16.2,-27.462411,153.001306
2025-03-30 08:05:12,South Brisbane,11 James Street,WM100141,9.96,0.17,233,16.7,-27.472792,153.022853
2025-03-30 08:02:02,Toowong,114 Boundary Street,WM100142,5.89,0.1,213,15.6,-27.489042,153.047229
2025-03-30 08:02:33,Milton,18 Vulture Street,WM100143,6.33,0.11,241,15.1,-27.487623,153.02226
2025-03-30 08:08:29,South Brisbane,96 Moray Street,WM100144,18.22,0.3,241,17.8,-27.458201,152.992442
2025-03-30 08:05:03,Kangaroo Point,27 Gladstone Road,WM100145,2.41,0.04,216,16.3,-27.464475,152.983423
2025-03-30 08:08:36,South Brisbane,122 Gladstone Road,WM100146,10.48,0.17,218,15.1,-27.460987,153.004281
2025-03-30 08:03:43,Paddington,140 Sylvan Road,WM100147,0.97,0.02,202,16.7,-27.490827,153.048982
2025-03-30 08:14:12,Paddington,124 Boundary Street,WM100148,10.83,0.18,223,16.5,-27.483646,153.024747
2025-03-30 08:05:58,West End,84 Vulture Street,WM100149,16.8,0.28,249,17.6,-27.466357,153.013559
2025-03-30 08:01:18,West End,29 Park Road,WM100150,17.08,0.28,220,16.8,-27.497775,152.997995
2025-03-30 08:10:55,Toowong,32 James Street,WM100151,12.39,0.21,240,15.2,-27.474336,153.045413
2025-03-30 08:00:21,Paddington,103 Gladstone Road,WM100152,10.51,0.18,205,17.4,-27.494076,153.00235
2025-03-30 08:00:08,Kangaroo Point,130 Park Road,WM100153,480.9,8.01,200,15.2,-27.465083,153.038473
2025-03-30 08:14:20,Paddington,51 James Street,WM100154,7.99,0.13,215,17.9,-27.458063,153.02859
2025-03-30 08:01:28,South Brisbane,31 Vulture Street,WM100155,12.84,0.21,214,16.9,-27.453284,153.011599
2025-03-30 08:00:22,New Farm,87 Vulture Street,WM100156,0.6,0.01,211,17.4,-27.480832,153.010586
2025-03-30 08:00:10,West End,150 Gladstone Road,WM100157,2.87,0.05,209,16.3,-27.459735,152.982309
2025-03-30 08:02:11,Ashgrove,46 Waterworks Road,WM100158,15.02,0.25,240,15.8,-27.45936,152.994125
2025-03-30 08:11:23,New Farm,67 Sylvan Road,WM100159,4.38,0.07,225,15.2,-27.485932,153.040965
2025-03-30 08:12:48,Ashgrove,35 Waterworks Road,WM100160,2.97,0.05,208,16.6,-27.462185,153.001428
2025-03-30 08:10:07,Paddington,53 Vulture Street,WM100161,18.55,0.31,217,16.3,-27.456778,153.029878
2025-03-30 08:11:49,Kangaroo Point,2 Waterworks Road,WM100162,1.84,0.03,234,16.4,-27.485745,153.001564
2025-03-30 08:06:32,Paddington,57 Moray Street,WM100163,4.45,0.07,200,15.4,-27.454393,152.986565
2025-03-30 08:02:41,Milton,22 Main Street,WM100164,2.97,0.05,224,16.6,-27.467894,152.993931
2025-03-30 08:06:36,Milton,71 Latrobe Terrace,WM100165,2.66,0.04,219,16.5,-27.482815,153.031679
2025-03-30 08:00:43,Fortitude Valley,7 Moray Street,WM100166,19.8,0.33,250,15.1,-27.498043,153.035545
2025-03-30 08:00:09,West End,123 Moray Street,WM100167,13.89,0.23,247,15.2,-27.461308,153.037777
2025-03-30 08:02:29,South Brisbane,9 Moray Street,WM100168,6.86,0.11,241,17.2,-27.473971,152.985714
2025-03-30 08:05:13,South Brisbane,43 Vulture Street,WM100169,18.15,0.3,203,17.8,-27.492697,153.003468
2025-03-30 08:12:45,Milton,47 Main Street,WM100170,10.02,0.17,221,16.8,-27.496699,153.00145
2025-03-30 08:05:02,Paddington,150 James Street,WM100171,19.63,0.33,201,16.5,-27.484243,153.032296
2025-03-30 08:00:00,Milton,24 Moray Street,WM100172,9.3,0.15,239,15.1,-27.473506,153.017399
2025-03-30 08:07:01,West End,27 Boundary Street,WM100173,8.66,0.14,228,17.8,-27.493696,153.047715
2025-03-30 08:01:43,New Farm,108 Gladstone Road,WM100174,10.28,0.17,238,17.1,-27.496378,152.99424
2025-03-30 08:10:52,Fortitude Valley,39 Sylvan Road,WM100175,7.03,0.12,246,17.1,-27.4731,153.032989
2025-03-30 08:08:15,Fortitude Valley,68 Moray Street,WM100176,15.26,0.25,203,18.0,-27.470721,153.016766
2025-03-30 08:10:45,Paddington,141 Sylvan Road,WM100177,1.72,0.03,241,17.6,-27.455717,152.989819
2025-03-30 08:00:59,Highgate Hill,57 Sylvan Road,WM100178,19.26,0.32,201,17.0,-27.493429,153.018685
2025-03-30 08:06:04,Kangaroo Point,104 Latrobe Terrace,WM100179,11.81,0.2,220,17.0,-27.480929,153.010761
2025-03-30 08:11:34,Kangaroo Point,84 Gladstone Road,WM100180,4.34,0.07,244,16.1,-27.495263,153.037289
2025-03-30 08:10:48,South Brisbane,122 Gladstone Road,WM100181,17.27,0.29,249,15.8,-27.45313,153.020019
2025-03-30 08:00:47,Toowong,27 Waterworks Road,WM100182,16.73,0.28,215,16.8,-27.46203,153.047026
2025-03-30 08:04:36,Ashgrove,75 Sylvan Road,WM100183,1.82,0.03,249,17.6,-27.468439,152.996427
2025-03-30 08:08:47,West End,40 Latrobe Terrace,WM100184,9.02,0.15,231,17.2,-27.485824,153.021715
2025-03-30 08:01:37,South Brisbane,32 Latrobe Terrace,WM100185,11.0,0.18,203,15.7,-27.456356,153.030231
2025-03-30 08:04:25,Toowong,78 Moray Street,WM100186,6.28,0.1,226,15.7,-27.469621,153.012594
2025-03-30 08:08:30,Milton,90 Moray Street,WM100187,8.96,0.15,224,16.0,-27.472402,152.981475
2025-03-30 08:00:29,New Farm,124 Latrobe Terrace,WM100188,11.29,0.19,230,16.1,-27.450516,153.003785
2025-03-30 08:04:34,Paddington,134 Sylvan Road,WM100189,12.02,0.2,247,16.3,-27.450858,153.020925
2025-03-30 08:13:07,Toowong,91 Park Road,WM100190,1.98,0.03,240,16.5,-27.476637,152.988618
2025-03-30 08:13:24,Toowong,61 Gladstone Road,WM100191,5.63,0.09,230,17.4,-27.459823,153.03508
2025-03-30 08:05:35,Milton,61 Vulture Street,WM100192,11.71,0.2,228,16.6,-27.490614,152.985633
2025-03-30 08:12:27,Paddington,65 Moray Street,WM100193,17.93,0.3,235,15.6,-27.460826,152.982359
2025-03-30 08:10:51,West End,68 Park Road,WM100194,18.84,0.31,206,16.8,-27.471003,153.014131
2025-03-30 08:01:11,Kangaroo Point,107 Main Street,WM100195,6.29,0.1,235,17.0,-27.465522,153.04961
2025-03-30 08:14:44,Ashgrove,52 Latrobe Terrace,WM100196,9.51,0.16,241,17.6,-27.473044,153.02483
2025-03-30 08:01:56,South Brisbane,117 Park Road,WM100197,4.4,0.07,231,16.9,-27.46967,152.982667
2025-03-30 08:04:38,New Farm,102 Gladstone Road,WM100198,14.7,0.24,237,17.2,-27.468518,153.042731
2025-03-30 08:00:39,Kangaroo Point,88 Vulture Street,WM100199,17.96,0.3,218,16.6,-27.494094,153.039149
2025-03-30 08:06:04,New Farm,141 Main Street,WM100200,0.77,0.01,218,15.9,-27.491071,153.006258
2025-03-30 08:03:18,Ashgrove,88 Vulture Street,WM100201,5.38,0.09,219,15.3,-27.463241,152.983607
2025-03-30 08:01:51,Fortitude Valley,86 Latrobe Terrace,WM100202,13.27,0.22,216,15.3,-27.482646,153.004008
2025-03-30 08:06:55,Fortitude Valley,36 James Street,WM100203,4.28,0.07,237,16.8,-27.458826,153.032929
2025-03-30 08:07:44,Toowong,103 Moray Street,WM100204,5.17,0.09,245,16.2,-27.450795,152.998053
2025-03-30 08:10:48,Highgate Hill,39 Moray Street,WM100205,1.62,0.03,200,17.8,-27.48651,152.995846
2025-03-30 08:14:03,Kangaroo Point,88 Waterworks Road,WM100206,6.54,0.11,245,15.5,-27.484439,153.007494
2025-03-30 08:13:04,West End,139 Gladstone Road,WM100207,12.52,0.21,226,17.6,-27.468522,153.044759
2025-03-30 08:09:17,Toowong,134 Latrobe Terrace,WM100208,2.62,0.04,243,15.2,-27.492131,153.014399
2025-03-30 08:12:56,South Brisbane,122 Moray Street,WM100209,5.01,0.08,240,17.0,-27.466212,153.028076
2025-03-30 08:09:44,Toowong,6 Park Road,WM100210,12.59,0.21,240,17.2,-27.456518,153.009134
2025-03-30 08:02:15,Fortitude Valley,102 Sylvan Road,WM100211,7.07,0.12,219,15.7,-27.451149,153.008663
2025-03-30 08:01:18,Milton,16 Park Road,WM100212,11.39,0.19,207,16.3,-27.481596,153.043118
2025-03-30 08:03:12,South Brisbane,114 Gladstone Road,WM100213,16.98,0.28,250,16.0,-27.499412,153.014431
2025-03-30 08:14:36,New Farm,11 Moray Street,WM100214,11.65,0.19,213,16.1,-27.47521,153.018412
2025-03-30 08:01:18,Toowong,137 James Street,WM100215,13.14,0.22,211,16.5,-27.49678,153.033529
2025-03-30 08:03:19,Paddington,67 Moray Street,WM100216,16.69,0.28,241,15.0,-27.492153,153.03113
2025-03-30 08:07:06,Fortitude Valley,22 Sylvan Road,WM100217,14.32,0.24,212,18.0,-27.478739,153.025062
2025-03-30 08:14:34,Toowong,31 James Street,WM100218,4.31,0.07,248,17.6,-27.469251,152.980952
2025-03-30 08:03:37,New Farm,17 Park Road,WM100219,9.68,0.16,206,17.5,-27.452867,152.981787
2025-03-30 08:09:14,Paddington,63 Latrobe Terrace,WM100220,13.09,0.22,238,16.9,-27.468507,152.995425
2025-03-30 08:00:34,Paddington,24 Park Road,WM100221,3.24,0.05,240,16.8,-27.484666,153.013521
2025-03-30 08:10:20,Toowong,98 James Street,WM100222,884.35,14.74,231,17.1,-27.450927,153.03599
2025-03-30 08:14:19,New Farm,19 Vulture Street,WM100223,4.73,0.08,212,17.3,-27.459626,152.982066
2025-03-30 08:08:39,Highgate Hill,61 Waterworks Road,WM100224,3.9,0.07,205,16.4,-27.467568,153.02994
2025-03-30 08:09:19,Fortitude Valley,141 Main Street,WM100225,13.19,0.22,201,16.5,-27.48553,153.040425
2025-03-30 08:11:30,Highgate Hill,149 Vulture Street,WM100226,0.12,0.0,228,17.1,-27.488502,153.030727
2025-03-30 08:14:08,Paddington,144 Sylvan Road,WM100227,0.12,0.0,203,16.3,-27.492947,153.045717
2025-03-30 08:00:54,Kangaroo Point,81 Waterworks Road,WM100228,11.79,0.2,232,16.5,-27.463858,153.026057
2025-03-30 08:08:54,West End,81 Moray Street,WM100229,9.72,0.16,222,16.1,-27.462866,153.032951
2025-03-30 08:08:07,Ashgrove,7 Boundary Street,WM100230,0.67,0.01,230,16.2,-27.48999,153.014301
2025-03-30 08:04:47,Highgate Hill,129 Sylvan Road,WM100231,6.94,0.12,223,17.0,-27.472492,153.026913
2025-03-30 08:12:34,Milton,92 Waterworks Road,WM100232,3.42,0.06,236,16.2,-27.488971,152.981168
2025-03-30 08:09:42,New Farm,61 Boundary Street,WM100233,3.23,0.05,231,16.6,-27.476141,153.004988
2025-03-30 08:04:39,New Farm,114 Sylvan Road,WM100234,8.58,0.14,219,15.2,-27.469712,153.047181
2025-03-30 08:03:46,Milton,27 Vulture Street,WM100235,3.94,0.07,231,17.5,-27.47308,152.989405
2025-03-30 08:09:49,New Farm,15 Moray Street,WM100236,3.86,0.06,236,17.1,-27.490622,153.036274
2025-03-30 08:05:00,New Farm,43 Vulture Street,WM100237,9.22,0.15,244,15.2,-27.491177,153.049667
